Deliormanli                         (2016, Sport                         Murat Seker                   Sarp Levendoglu, Birce Akal...]
Mer om oss barn i Bullerbyn         (1987, Family                        Lasse Hallström               Linda Bergström, Crispin Di...]
Eldorádó                            (1988, Drama                         Géza Bereményi                Károly Eperjes, Judit Pogán...]
Sanpo suru shinryakusha             (2017, Drama, Sci-Fi                 Kiyoshi Kurosawa              Masami Nagasawa, Ryûhei Mat...]
Galaxy of Horrors                   (2017, Horror, Sci-Fi                Dennis Cabella, Javier ChillonOlli Banjo, Adam Buller, Mi...]
Missione speciale Lady Chaplin      (1966, Action, Adventure, Crime      Alberto De Martino, Sergio ...Ken Clark, Daniela Bianchi,...]
Poruno no joô: Nippon sex ryokô     (1973, Action, Drama                 Sadao Nakajima                Christina Lindberg, Ichirô ...]
Michou d'Auber                      (2007, Drama                         Thomas Gilou                  Gérard Depardieu, Nathalie ...]
Born to Be Bad                      (1950, Drama, Film-Noir              Nicholas Ray                  Joan Fontaine, Robert Ryan,...]
The Quarrel                         (1991, Drama                         Eli Cohen                     Saul Rubinek, R.H. Thomson,...]
Sarhad Paar                         (2006, Action, Drama, Romance        Raman Kumar                   Mahima Chaudhry, Tabu, Sanj...]
Sotto il vestito niente II          (1988, Mystery, Thriller             Dario Piana                   François-Eric Gendron, Flor...]
Living Legends                      (2014, Comedy, Drama, Romance        Niki Iliev                    Orlin Pavlov, Niki Iliev, S...]
Delitto a Porta Romana              (1980, Comedy, Crime                 Bruno Corbucci                Tomas Milian, Bombolo, Olim...]
Confetti                            (2006, Comedy, Music, Romance        Debbie Isitt                  Martin Freeman, Jessica Hyn...]
The Greatest Showman                (2017, Biography, Drama, Musical     Michael Gracey                Hugh Jackman, Michelle Will...]
The View from Here                  (2017, Drama, Romance                Kellen Garner                 Jeremy Andorfer-Lopez, DeJe...]
The Tingler                         (1959, Horror                        William Castle                Vincent Price, Judith Evely...]
The Manipulator                     (1971, Thriller                      Yabo Yablonsky                Mickey Rooney, Luana Anders...]
A Severed Head                      (1971, Comedy                        Dick Clement                  Lee Remick, Richard Attenbo...]
Love in Tokyo                       (1966, Romance, Comedy, Drama        Pramod Chakravorty            Joy Mukherjee, Asha Parekh,...]
Madea's Witness Protection          (2012, Comedy, Crime, Drama          Tyler Perry                   Tyler Perry, Eugene Levy, D...]
Total Siyapaa                       (2014, Comedy, Drama, Romance        Eeshwar Nivas                 Ali Zafar, Yami Gautam, Anu...]
Ai to kibô no machi                 (1959, Drama                         Nagisa Ôshima                 Fumio Watanabe, Yuki Tomina...]
Der starke Ferdinand                (1976, Drama                         Alexander Kluge               Heinz Schubert, Vérénice Ru...]
Beauty and the Beast                (2017, Family, Fantasy, Musical      Bill Condon                   Emma Watson, Dan Stevens, L...]
Bas belasi                          (1982, Adventure, Comedy, Drama      Kartal Tibet                  Zeki Alasya, Metin Akpinar,...]
The Singing Marine                  (1937, Comedy, Music, Romance        Ray Enright                   Dick Powell, Doris Weston, ...]
7th Day                             (2014, Mystery, Thriller             Syamdhar                      Prithviraj Sukumaran, Anu M...]
The Adventures of Jurassic Pet      (2019, Adventure, Family             Ryan Bellgardt                Brooks Ryan, Kyler Charles ...]
Dao fu yang liu bai li              (2011, Drama                         Yung-Shing Teng               Xiaoyue Fang, Isabelle Huan...]
Off the Menu                        (2018, Comedy, Romance               Jay Silverman                 Santino Fontana, Dania Rami...]
Dog Pound                           (2010, Drama                         Kim Chapiron                  Adam Butcher, Shane Kippel,...]
Fallen Angels                       (2006, Horror, Thriller              Jeff Thomas                   Michael Dorn, Bill Moseley,...]
Die Herren mit der weissen Weste    (1970, Comedy, Crime                 Wolfgang Staudte              Martin Held, Walter Giller,...]
Belyy Bim Chernoe ukho              (1977, Drama                         Stanislav Rostotskiy          Vyacheslav Tikhonov, Valent...]
The Dead Pool                       (1988, Action, Crime, Mystery        Buddy Van Horn                Clint Eastwood, Patricia Cl...]
Flavia, la monaca musulmana         (1974, Drama, Horror                 Gianfranco Mingozzi           Florinda Bolkan, María Casa...]
The Boys in Blue                    (1982, Comedy, Family                Val Guest                     Bobby Ball, Tommy Cannon, S...]
Mandara                             (1971, Drama                         Akio Jissôji                  Kôji Shimizu, Akiko Mori, R...]
Duel at Diablo                      (1966, Drama, Thriller, Western      Ralph Nelson                  James Garner, Sidney Poitie...]
The Principles of Lust              (2003, Drama                         Penny Woolcock                Alec Newman, Sienna Guillor...]
Issaq                               (2013, Drama, Romance                Manish Tiwary                 Prateik, Amyra Dastur, Ravi...]
House Arrest                        (2012, Comedy, Drama                 William Washington            Aki Aleong, Chico Benymon, ...]
Monakh i bes                        (2016, Comedy, Mystery               Nikolay Dostal                Timofey Tribuntsev, Georgiy...]
The Late George Apley               (1947, Comedy                        Joseph L. Mankiewicz          Ronald Colman, Vanessa Brow...]
Attack the Block                    (2011, Action, Comedy, Sci-Fi        Joe Cornish                   Jodie Whittaker, John Boyeg...]
Op hoop van zegen                   (1986, Drama, Romance                Guido Pieters                 Kitty Courbois, Danny de Mu...]
Beastly                             (2011, Drama, Fantasy, Romance       Daniel Barnz                  Alex Pettyfer, Justin Bradl...]
Backwards                           (2012, Romance, Sport                Ben Hickernell                Sarah Megan Thomas, James V...]
Ill Fated                           (2004, Comedy, Drama                 Mark A. Lewis                 Peter Outerbridge, Paul Cam...]
Nez rouge                           (2003, Comedy, Romance               Erik Canuel                   Patrick Huard, Michèle-Barb...]
Bloodline                           (2018, Crime, Horror, Thriller       Henry Jacobson                Seann William Scott, Mariel...]
On the Yard                         (1978, Drama                         Raphael D. Silver             John Heard, Thomas G. Waite...]
La edad del sol                     (1999, Comedy, Musical, Romance      Ariel Piluso                  Soledad Pastorutti, Ezequie...]
Return to the Lost World            (1992, Adventure, Sci-Fi             Timothy Bond                  John Rhys-Davies, David War...]
Victoria the Great                  (1937, Drama, History                Herbert Wilcox                Anna Neagle, Anton Walbrook...]
Sindhu Bhairavi                     (1985, Drama                         K. Balachander                Sivakumar, Suhasini, Sulaks...]
Bart Got a Room                     (2008, Comedy                        Brian Hecker                  Steven Kaplan, William H. M...]
Bolshoy                             (2017, Drama                         Valeriy Todorovskiy           Alisa Freyndlikh, Valentina...]
Pan Tau - Der Film                  (1988, Family, Fantasy               Jindrich Polák                Otto Simánek, Dana Vávrová,...]
Dorotej                             (1981, Drama, History                Zdravko Velimirovic           Gojko Santic, Gorica Popovi...]
Enfants de salaud                   (1996, Comedy, Drama                 Tonie Marshall                Anémone, Nathalie Baye, Fra...]
Rude Boy: The Jamaican Don          (2003, Action                        Desmond Gumbs                 LaNease Adams, Nahtasha Bud...]
Pourquoi j'ai pas mangé mon père    (2015, Animation, Adventure, Comedy  Jamel Debbouze                Jamel Debbouze, Mélissa The...]
Nico the Unicorn                    (1998, Adventure, Family, Fantasy    Graeme Campbell               Kevin Zegers, Neige, Pierre...]
The Narrow Corner                   (1933, Drama                         Alfred E. Green               Douglas Fairbanks Jr., Patr...]
Nynne                               (2005, Comedy, Romance               Jonas Elmer                   Mille Dinesen, Lars Kaalund...]
East Side Story                     (2006, Comedy, Romance               Carlos Portugal               René Alvarado, David Berón,...]
Red-Haired Alibi                    (1932, Drama                         Christy Cabanne               Merna Kennedy, Theodore von...]
Agua fria de mar                    (2010, Drama                         Paz Fábrega                   Monserrat Fernández, Lil Qu...]
The Lost City of Z                  (2016, Biography, Drama, History     James Gray                    Charlie Hunnam, Robert Patt...]
Gurasuhoppâ                         (2015, Drama                         Tomoyuki Takimoto             Tadanobu Asano, Kumiko Asô,...]
Une nouvelle vie                    (1993, Drama                         Olivier Assayas               Sophie Aubry, Judith Godrèc...]
Su da yanar                         (1987, Drama                         Ali Özgentürk                 Tarik Akan, Sahika Tekand, ...]
Varyemez                            (1991, Comedy, Crime, Drama          Orhan Aksoy                   Kemal Sunal, Yasemin Yalçin...]
Ee Parakkum Thalika                 (2001, Comedy, Drama, Romance        Thaha                         Dileep, Harisree Asokan, Ni...]
Mohanlal                            (2018, Comedy                        Sajid Yahiya                  Manju Warrier, Indrajith Su...]
Hollow Point                        (1996, Action, Comedy, Crime         Sidney J. Furie               Thomas Ian Griffith, Tia Ca...]
Darling                             (2017, Drama                         Birgitte Stærmose             Aviad Arik Herman, Benjamin...]
Loro 1                              (2018, Biography, Drama              Paolo Sorrentino              Toni Servillo, Elena Sofia ...]
Danger Zone                         (1996, Action, Drama                 Allan Eastman                 Billy Zane, Robert Downey J...]
Gamos ala... ellinika               (1964, Romance, Comedy               Vasilis Georgiadis            Xenia Kalogeropoulou, Giorg...]
Les mains en l'air                  (2010, Drama                         Romain Goupil                 Valeria Bruni Tedeschi, Lin...]
Yougashiten koandoru                (2011, Drama                         Yoshihiro Fukagawa            Yôsuke Eguchi, Yû Aoi, Urar...]
Hamnstad                            (1948, Drama                         Ingmar Bergman                Nine-Christine Jönsson, Ben...]
Deadtime Stories                    (2009, Horror                        Michael Fischa, Jeff Monahan  Tom Gregg, Jason Hoehnen, P...]
Xue chan                            (2007, Drama                         Tao Peng                      Yuanbing Gao, Dequn Han, Qi...]
Wichita                             (2014, Drama, Thriller, Western      Nicholas Barton               Justin France, Karina Wolfe...]
Büvös vadász                        (1994, Drama, Fantasy                Ildikó Enyedi                 Gary Kemp, Sadie Frost, Ale...]
Heart of Stone                      (2001, Drama, Thriller               Dale Trevillion               Angie Everhart, James Wilde...]
Blood Runs Cold                     (2011, Horror                        Sonny Laguna                  Ralf Beck, Elin Hugoson, Ha...]
City on Fire                        (1979, Action, Drama                 Alvin Rakoff                  Barry Newman, Susan Clark, ...]
Kekkô Kamen                         (2004, Action, Adventure, Comedy     Takafumi Nagamine             Nao Eguchi, Kie Ikuta, Juri...]
A hetedik testvér                   (1991, Animation, Comedy, Drama      Jenõ Koltai, Tibor Hernádi    Csongor Szalay, Balázs Simo...]
Petta                               (2019, Action, Drama                 Karthik Subbaraj              Rajinikanth, Vijay Sethupat...]
Primal Fear                         (1996, Crime, Drama, Mystery         Gregory Hoblit                Richard Gere, Laura Linney,...]
Ena koritsi gia dyo                 (1963, Romance, Comedy               Giannis Dalianidis            Alekos Alexandrakis, Zoi La...]
The Decoy Bride                     (2011, Comedy, Drama, Romance        Sheree Folkson                Danny Bage, Dylan Moran, Ha...]
Kishiwada shônen gurentai: Bôkyô    (1998, Comedy, Drama                 Takashi Miike                 Takeshi Caesar, Setsuko Kar...]
Goemon                              (2009, Action, Drama, History        Kazuaki Kiriya                Yôsuke Eguchi, Takao Ohsawa...]
Hemel op Aarde                      (2013, Drama, Romance                Pieter Kuijpers               Jeroen van Koningsbrugge, E...]
Headspace                           (2005, Horror, Mystery, Sci-Fi       Andrew van den Houten         Christopher Denham, Sean Yo...]
Kkun                                (2017, Action, Crime                 Chang Won Jang                Hyun Bin, Ji-Tae Yoo, Sung-...]
Three Minute Moments                (2007, Comedy, Drama, Romance        Don Allen                     Katherine Heath, Belinda La...]
Trigger Fast                        (1994, Western                       David Lister                  Jürgen Prochnow, Martin She...]
Enter the Dangerous Mind            (2013, Thriller                      Youssef Delara, Victor Teran  Jake Hoffman, Thomas Dekker...]
The Circuit                         (2002, Action, Drama, Sport          Jalal Merhi                   Olivier Gruner, Simon Kim, ...]
The Dark Place                      (2014, Mystery, Thriller             Jody Wheeler                  Blaise Godbe Lipman, Timo D...]
Nebesnye zheny lugovykh mari        (2012, Drama                         Aleksey Fedorchenko           Yuliya Aug, Yana Esipovich,...]
Sushi in Suhl                       (2012, Comedy, Drama                 Carsten Fiebeler              Uwe Steimle, Julia Richter,...]
Falling Sky                         (1998, Drama                         Russ Brandt, Brian J. De PalmaKaren Allen, Brittany Murph...]
Sanshô dayû                         (1954, Drama                         Kenji Mizoguchi               Kinuyo Tanaka, Yoshiaki Han...]
Sinbad of the Seven Seas            (1989, Adventure, Fantasy            Enzo G. Castellari, Luigi C...Lou Ferrigno, John Steiner,...]
Els dies que vindran                (2019, Drama, Romance                Carlos Marques-Marcet         Maria Rodríguez Soto, David...]
Blue Valentine                      (2010, Drama, Romance                Derek Cianfrance              Ryan Gosling, Michelle Will...]
The Toxic Avenger Part II           (1989, Action, Comedy, Horror        Michael Herz, Lloyd Kaufman   Ron Fazio, John Altamura, P...]
Danzón                              (1991, Drama                         María Novaro                  María Rojo, Carmen Salinas,...]
The Road to Empire                  (2007, Thriller                      Michael Sibay                 David Aranovich, Natasha At...]
Günesi Gördüm                       (2009, Drama                         Mahsun Kirmizigül, Irmak SueriMahsun Kirmizigül, Demet Ev...]
Der geköpfte Hahn                   (2007, Drama                         Radu Gabrea                   David Zimmerschied, Alicja ...]
Fanboys                             (2009, Adventure, Comedy, Drama      Kyle Newman                   Sam Huntington, Chris Marqu...]
Nabonga                             (1944, Adventure                     Sam Newfield                  Buster Crabbe, Fifi D'Orsay...]
Double Exposure                     (1994, Crime, Drama                  Claudia Hoover                Ron Perlman, Ian Buchanan, ...]
Speed-Dating                        (2010, Comedy                        Joseph A. Elmore Jr.          Wesley Jonathan, Chico Beny...]
Huhwihaji anha                      (2006, Drama, Romance                Hee-il Leesong                Nam-gil Kim, Young-hoon Lee...]
Green Card Fever                    (2003, Comedy, Drama, Romance        Bala Rajasekharuni            Vikram Dasu, Purva Bedi, De...]
Aadmi Aur Insaan                    (1969, Drama, Romance, Thriller      Yash Chopra                   Dharmendra, Saira Banu, Fer...]
Aa Ab Laut Chalen                   (1999, Musical, Romance, Drama       Rishi Kapoor                  Rajesh Khanna, Akshaye Khan...]
I agapi mas                         (1968, Comedy, Drama, Musical        Kostas Karagiannis            Aliki Vougiouklaki, Dimitri...]
Cold Moon                           (2016, Crime, Drama, Horror          Griff Furst                   Josh Stewart, Candy Clark, ...]
Highway to Havasu                   (2017, Adventure, Comedy, Drama      Jeff Janke                    Caleb Thomas, Ben Edlin, An...]
Edge of Darkness                    (2010, Crime, Drama, Mystery         Martin Campbell               Mel Gibson, Ray Winstone, D...]
Cannon Fodder                       (2013, Action, Horror                Eitan Gafny                   Liron Levo, Yafit Shalev, R...]
Der Turm der verbotenen Liebe       (1968, Adventure, Drama              Franz Antel, Fritz Umgelter   Teri Tordai, Jean Piat, Usc...]
Kara Murat: Devler Savasiyor        (1978, Adventure                     Natuk Baytan                  Cüneyt Arkin, Canan Perver,...]
Cruel                               (2014, Crime, Horror                 Eric Cherrière                Jean-Jacques Lelté, Magali ...]
Andy Hardy Comes Home               (1958, Comedy                        Howard W. Koch                Mickey Rooney, Patricia Bre...]
The Perfect House                   (2013, Horror                        Kris Hulbert, Randy Kent      Felissa Rose, Jonathan Tier...]
Mon curé chez les Thaïlandaises     (1983, Comedy                        Robert Thomas                 Maurice Risch, Jacques Balu...]
Omega Syndrome                      (1986, Action, Drama                 Joseph Manduke                Ken Wahl, George DiCenzo, X...]
Get Yourself a College Girl         (1964, Comedy, Music                 Sidney Miller                 Mary Ann Mobley, Joan O'Bri...]
Gam-si-ja-deul                      (2013, Action, Crime, Thriller       Ui-seok Jo, Byung-seo Kim     Kyung-gu Sol, Woo-sung Jung...]
Mieganciu drugeliu tvirtove         (2012, Drama                         Algimantas Puipa              Janina Lapinskaite, Giedre ...]
El cometa                           (1999, Musical, Adventure, Drama     José Buil, Marisa Sistach     Diego Luna, Ana Claudia Tal...]
Sequoia                             (2014, Comedy, Drama, Romance        Andy Landen                   Aly Michalka, Dustin Millig...]
As Night Comes                      (2014, Crime, Drama                  Richard Zelniker              Luke Baines, Myko Olivier, ...]
Third Finger, Left Hand             (1940, Comedy                        Robert Z. Leonard             Myrna Loy, Melvyn Douglas, ...]
Black Sea 213                       (2000, Action, Drama                 Rafael Eisenman               Timothy Bottoms, Anthony Ad...]
A Woman of Affairs                  (1928, Drama                         Clarence Brown                Greta Garbo, John Gilbert, ...]
Mixed Nuts                          (1994, Comedy, Drama                 Nora Ephron                   Steve Martin, Madeline Kahn...]
Brighty of the Grand Canyon         (1966, Drama, Family                 Norman Foster                 Jiggs the Donkey, Joseph Co...]
Sexual Outlaws                      (1994, Thriller                      Edwin Brown                   Mitchell Gaylord, Elizabeth...]
Les enfants de l'amour              (2002, Drama                         Geoffrey Enthoven             Olivier Ythier, Winnie Vigi...]
Sons of Liberty                     (2013, Action, Sci-Fi                Drew Hall                     Tamer Hassan, Keith David, ...]
Tutti al mare                       (2011, Comedy                        Matteo Cerami                 Gigi Proietti, Marco Gialli...]
Super K                             (2011, Animation, Family, Fantasy    Vijay S. Bhanushali, Smita ...Steve Rassin, Michael Yeage...]
Teenage Dirtbag                     (2009, Drama                         Regina Crosby                 Scott Michael Foster, Noa H...]
Do-ga-ni                            (2011, Drama                         Dong-hyuk Hwang               Yoo Gong, Yu-mi Jung, Hyeon...]
Assault on Precinct 13              (2005, Action, Crime, Drama          Jean-François Richet          Ethan Hawke, Laurence Fishb...]
Heaven's Neighbors                  (2005, Drama                         Jeff Kennedy                  Aaron Jackson, DJ Perry, An...]
Salve Geral                         (2009, Crime, Drama, Thriller        Sergio Rezende                Andrea Beltrão, Denise Wein...]
A Dama do Cine Shanghai             (1987, Crime, Mystery                Guilherme de Almeida Prado    Maitê Proença, Antônio Fagu...]
Gentlemen Are Born                  (1934, Drama, Music, Romance         Alfred E. Green               Franchot Tone, Jean Muir, M...]
Sisindri                            (1995, Comedy, Family                Siva Nageshwara Rao           Akhil Akkineni, Nagarjuna A...]
Ap' to hioni                        (1993, Drama                         Sotiris Goritsas              Gerasimos Skiadaressis, Vas...]
Imposture                           (2005, Thriller                      Patrick Bouchitey             Patrick Bouchitey, Laetitia...]
Das Missen Massaker                 (2012, Comedy, Horror                Michael Steiner               Meryl Valerie, Patrick Rapo...]
Over the Brooklyn Bridge            (1984, Comedy                        Menahem Golan                 Elliott Gould, Margaux Hemi...]
Curse of the Headless Horseman      (1972, Horror                        John Kirkland                 Ultra Violet, Marland Proct...]
No One                              (2017, Drama, Mystery, Romance       Andrey Andonov                Gergana Pletnyova, Silvia P...]
Nirontor                            (2006, Drama                         Abu Sayeed                    Shabnur, Ilias Kanchan, Ami...]
Huo Yuan-Jia                        (1982, Action, History               Woo-Ping Yuen                 Yao Lin Chen, Yeh Fang, Fun...]
Die Könige der Nutzholzgewinnung    (2006, Comedy                        Matthias Keilich              Bjarne Mädel, Frank Auerbac...]
Southern Justice                    (2006, Action, Adventure, Thriller   M.D. Selig                    M.D. Selig, Michael Childer...]
Being Julia                         (2004, Comedy, Drama, Romance        István Szabó                  Michael Gambon, Annette Ben...]
Tit sam gok                         (2007, Crime, Thriller               Ringo Lam, Johnnie To         Louis Koo, Simon Yam, Hongl...]
Musarañas                           (2014, Drama, Horror, Thriller       Juanfer Andrés, Esteban Roel  Macarena Gómez, Nadia de Sa...]
Scott of the Antarctic              (1948, Action, Adventure, Biography  Charles Frend                 John Mills, Diana Churchill...]
The Arroyo                          (2014, Drama                         Jeremy Danial Boreing         Kenny Maines, David Armenda...]
Tenue de soirée                     (1986, Comedy, Crime, Drama          Bertrand Blier                Gérard Depardieu, Michel Bl...]
Hostile Guns                        (1967, Western                       R.G. Springsteen              George Montgomery, Yvonne D...]
Tierra del fuego                    (2000, Drama                         Miguel Littin                 Jorge Perugorría, Ornella M...]
Jia aur Jia                         (2017, Drama                         Howard Rosemeyer              Richa Chadha, Kalki Koechli...]
Los extraterrestres                 (1983, Comedy, Musical, Sci-Fi       Enrique Carreras              Alberto Olmedo, Jorge Porce...]
Teesklejad                          (2016, Drama, Thriller               Vallo Toomla                  Mirtel Pohla, Priit Võigema...]
Ye ben                              (2000, Drama, Romance                Li-Kong Hsu, Chi Yin          Rene Liu, Lei Huang, Chao-t...]
Stree                               (2018, Comedy, Horror                Amar Kaushik                  Rajkummar Rao, Shraddha Kap...]
Housefull 2                         (2012, Action, Comedy, Musical       Sajid Khan                    Akshay Kumar, John Abraham,...]
Caught on Tape                      (2013, Crime, Musical                Sticky Fingaz                 Cedric the Entertainer, Sti...]
Calling Dr. Kildare                 (1939, Crime, Drama                  Harold S. Bucquet             Lew Ayres, Lionel Barrymore...]
Anche libero va bene                (2006, Drama                         Kim Rossi Stuart              Alessandro Morace, Kim Ross...]
El club de los incomprendidos       (2014, Drama, Romance                Carlos Sedes                  Charlotte Vega, Àlex Maruny...]
Xiang hun nu                        (1993, Drama                         Fei Xie                       Gaowa Siqin, Yujuan Wu, Bao...]
Jo nan-ja-deul                      (2013, Comedy, Mystery, Thriller     Young-seok Noh                Suk-ho Jun, Tae-kyung Oh      ]
Aggie Appleby, Maker of Men         (1933, Comedy, Romance               Mark Sandrich                 Charles Farrell, Wynne Gibs...]
Fink fährt ab                       (1999, Comedy                        Harald Sicheritz              Roland Düringer, Michou Fri...]
Her Gönülde Bir Aslan Yatar         (1976, Comedy, Drama, Family         Osman F. Seden                Zeki Alasya, Metin Akpinar,...]
Nailed                              (2007, Action, Comedy, Horror        Gabriel Dowrick               Tashi Martel, Glenn Ruehlan...]
La mujer del puerto                 (1991, Drama                         Arturo Ripstein               Evangelina Sosa, Alonso Ech...]
Claudia and David                   (1946, Comedy, Drama                 Walter Lang                   Dorothy McGuire, Robert You...]
Riding Shotgun                      (1954, Western                       André De Toth                 Randolph Scott, Wayne Morri...]
One Flew Over the Cuckoo's Nest     (1975, Drama                         Milos Forman                  Jack Nicholson, Louise Flet...]
Des chiens dans la neige            (2002, Crime, Drama, Mystery         Michel Welterlin              Marie-Josée Croze, Jean-Phi...]
Jóhannes                            (2009, Comedy                        Þorsteinn Gunnar Bjarnason    Þórhallur Sigurðsson, Stefá...]
Viva Cuba                           (2005, Comedy, Drama                 Juan Carlos Cremata Malbert...Malú Tarrau Broche, Jorge M...]
Briefträger Müller                  (1953, Comedy, Family                John Reinhardt, Heinz Rühmann Heinz Rühmann, Heli Finkenz...]
Inju, la bête dans l'ombre          (2008, Mystery, Thriller             Barbet Schroeder              Benoît Magimel, Lika Minamo...]
The House with a Clock in Its Walls (2018, Comedy, Fantasy, Horror       Eli Roth                      Jack Black, Cate Blanchett,...]
Vehicle 19                          (2013, Action, Thriller              Mukunda Michael Dewil         Paul Walker, Naima McLean, ...]
The Invitation                      (2015, Drama, Horror, Mystery        Karyn Kusama                  Logan Marshall-Green, Tammy...]
Stagecoach: The Texas Jack Story    (2016, Western                       Terry Miles                   Trace Adkins, Kim Coates, J...]
Red Sky at Morning                  (1971, Drama                         James Goldstone               Richard Thomas, Catherine B...]
Fighting Caravans                   (1931, Romance, Western              Otto Brower, David Burton     Gary Cooper, Lili Damita, E...]
Creative Control                    (2015, Drama, Sci-Fi                 Benjamin Dickinson            Benjamin Dickinson, Nora Ze...]
Mecánica nacional                   (1972, Comedy, Drama                 Luis Alcoriza                 Manolo Fábregas, Lucha Vill...]
Das Ungeheuer von London-City       (1964, Crime, Horror                 Edwin Zbonek                  Hansjörg Felmy, Marianne Ko...]
Tuzdan Kaide                        (2018, Drama                         Burak Cevik                   Zinnure Türe, Dila Yumurtac...]
Ba wang bie ji                      (1993, Drama, Music, Romance         Kaige Chen                    Leslie Cheung, Fengyi Zhang...]
Rakshasudu                          (2019, Action, Crime, Thriller       Ramesh Varma                  Sai Srinivas Bellamkonda, K...]
Diamond Head                        (1962, Drama, Romance                Guy Green                     Charlton Heston, Yvette Mim...]
Sleeper's Wake                      (2012, Thriller                      Barry Berk                    Lionel Newton, Deon Lotz, J...]
The Tempest                         (2014, Comedy, Drama                 Jeremy Herrin                 Colin Morgan, Roger Allam, ...]
Roti Kapada Aur Makaan              (1974, Action, Drama, Musical        Manoj Kumar                   Manoj Kumar, Shashi Kapoor,...]
The O'Briens                        (2013, Comedy, Family, Romance       Richard Waters, Emma Gahan    Liam McMahon, Tommy O'Neill...]
La disparition des lucioles         (2018, Drama                         Sébastien Pilote              Karelle Tremblay, Pierre-Lu...]
Dom Hemingway                       (2013, Comedy, Crime, Drama          Richard Shepard               Jude Law, Luca Zoo Franzoni...]
Raigyo                              (1997, Drama                         Takahisa Zeze                 Moe Sakura, Takeshi Itô, Ta...]
Supernatural Activity               (2012, Comedy                        Derek Lee Nixon               Andrew Pozza, Liddy Bisanz,...]
Deli dumrul kurtlar kuslar aleminde (2010, Comedy                        Oguz Yalçin                   Emir Benderlioglu, Sema Özt...]
Silk Degrees                        (1994, Action, Drama, Thriller       Armand Garabidian             Marc Singer, Deborah Shelto...]
The Garden Murder Case              (1936, Drama, Mystery                Edwin L. Marin                Edmund Lowe, Virginia Bruce...]
Halloween Horror Tales              (2018, Horror, Thriller              Jeff Kirkendall               Mel Heflin, Bruce G. Hallen...]
Kantemir                            (2015, Horror, Thriller              Ben Samuels                   Robert Englund, Diane Cary,...]
Pierino medico della SAUB           (1981, Comedy                        Giuliano Carnimeo             Alvaro Vitali, Mario Carote...]
El perfecto desconocido             (2011, Comedy, Drama                 Toni Bestard                  Colm Meaney, Ana Wagener, C...]
The Devil Makes Three               (1952, Crime, Romance, Thriller      Andrew Marton                 Gene Kelly, Pier Angeli, Ri...]
One Hour with You                   (1932, Comedy, Musical, Romance      George Cukor, Ernst Lubitsch  Maurice Chevalier, Jeanette...]
Shotgun Wedding                     (2013, Comedy, Horror, Romance       Danny Roew                    Mike Damus, Kim Shaw, Joel ...]
Kei yau yeh                         (2013, Horror                        Lawrence Ah Mon, Gordon Chan  Fala Chen, Ka Tung Lam, Ted...]
Himitsu no Akko-chan                (2012, Comedy, Fantasy, Romance      Yasuhiro Kawamura             Masaki Okada, Haruka Ayase,...]
Cedar Boys                          (2009, Crime, Drama                  Serhat Caradee                Rachael Taylor, Martin Hend...]
Muskaan                             (2004, Romance                       Rohit Manash, Rohit Naiyar    Aftab Shivdasani, Gracy Sin...]
A Time for Killing                  (1967, Western                       Phil Karlson, Roger Corman    Inger Stevens, Glenn Ford, ...]
Pattabhiraman                       (2019, Drama                         Kannan Thamarakkulam          Jayaram, Sheelu Abraham, Al...]
Barbie: The Princess & the Popstar  (2012, Animation, Family, Musical    Ezekiel Norton                Kelly Sheridan, Jennifer Wa...]
Thondimuthalum Dhriksakshiyum       (2017, Crime, Drama, Thriller        Dileesh Pothan                Fahadh Faasil, Suraj Venjar...]
Yaaradi Nee Mohini                  (2008, Drama, Romance                Mithran Jawahar               Dhanush, Nayanthara, Karthi...]
Hokm                                (2005, Crime, Drama, Romance         Masud Kimiai                  Ezzatolah Entezami, Khosro ...]
Johnny Allegro                      (1949, Crime, Drama, Film-Noir       Ted Tetzlaff                  George Raft, Nina Foch, Geo...]
Droh Kaal                           (1994, Drama, Thriller               Govind Nihalani               Om Puri, Naseeruddin Shah, ...]
Chained Heat II                     (1993, Crime, Drama, Thriller        Lloyd A. Simandl              Brigitte Nielsen, Paul Kosl...]
Mobile Homes                        (2017, Drama                         Vladimir de Fontenay          Imogen Poots, Callum Turner...]
Kalki                               (2019, Action, Crime, Drama          Praveen Prabharam             Tovino Thomas, Samyuktha Me...]
Thirupaachi                         (2005, Action, Drama                 Perarasu                      Joseph Vijay, Trisha Krishn...]
Kafkas Der Bau                      (2014, Drama, Mystery, Thriller      Jochen Alexander Freydank     Kristina Klebe, Erwin Leder...]
The Terence Davies Trilogy          (1983, Drama                         Terence Davies                Phillip Mawdsley, Nick Stri...]
Harim Karim                         (2005, Comedy, Romance               Ali Idris                     Mustafa Qamar, Yasmin Abdul...]
Mayrig                              (1991, Drama                         Henri Verneuil                Claudia Cardinale, Omar Sha...]
Anonyma - Eine Frau in Berlin       (2008, Biography, Drama, History     Max Färberböck                Nina Hoss, Evgeniy Sidikhin...]
Embraceable You                     (1948, Drama, Romance, Thriller      Felix Jacoves                 Dane Clark, Geraldine Brook...]
Witwer mit 5 Töchtern               (1957, Musical, Comedy               Erich Engels                  Heinz Erhardt, Susanne Cram...]
Wagon Master                        (1950, Adventure, Western            John Ford                     Ben Johnson, Joanne Dru, Ha...]
